overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2.0,True,"09 13, 2016",AZQ31VGHVOTN2,B01FMQ3MGU,MBJ,"I'm being Generous here with the 2 Star rating.
 - As I grew up a NASCAR fan, and had moved on to better gaming, I thought I'd give this one a try after Eutechnyx's Attempt with NASCAR '14 & '15. This is a Step in the WRONG Direction. New game developer, or at least I never heard of them before, except the fact, that NASCAR '15 was given to them after Eutechnyx left the NASCAR franchise. This attempt at a game is utter CRAP. Game options are Vastly limited. No controller mapping options, minimal game settings, VERY MINIMAL tuning (only while your driving down pit road), Camera positions and control is very limited, Multiplayer is bunk, no Daytona 500 Qualifying Duels!! If this is the direction NASCAR wants to go in for their games, they're in trouble. For those that read this review, I suggest you pick up Forza Motorsport 6 if you haven't already, and pay the extra $20 for the NASCAR Expansion pack, and Turn 10 Studios did a FAR BETTER job at implementing the 2016 NASCAR Sprint Cup cars into the Forza Franchise than ""Dusenberry Martin Racing"" has done. And as a friend said while in a Party Chat testing this game out, it's like playing NASCAR '98, but with better graphics. And that's saying A lot. I Almost want to go pull out my N64 now after he said that to play that. lol",Complete Flop - Don't Buy This!,1473724800,5,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",
2.0,False,"09 3, 2012",A10EICDA6FL5VK,B0006SST9U,Johnny B. Quick,"Conker's Bad Fur Day is known for being the sole M rated release (at least that I know of) by Nintendo/Rareware. The game contained curses free if bleeps (minus the f bomb), blood, sexual references, death, everything a teenager's expectations in a videogame are. In an attempt to remake the game for the Xbox in 2005, the creators took a step down and indirectly ruined it. They bleeped out most EVERY curse word. I don't know about you but I all the bad stuff I can get in an M rated game and then a remake, also rated M, takes the curses out?! Also, new updated ""Xbox graphics"" make the game look a bit more realistic. To many this may be praise-worthy but to me, a fan of the Nintendo 64 era of gaming, these new graphics look hideous. The Nintendo 64 version's graphics are MUCH better looking to me. Basically, try to get a copy of the original Nintendo 64 game if you can. It's MUCH better than this dumb remake.",Try to get your hands on the original CBFD...,1346630400,,,
2.0,False,"08 8, 2011",A1ACF9Q9KR67UR,B001AH8YSW,RHPap,"I don't understand all the positive reviews of this game, it has not lived up to the hype.
My biggest negative (and there are a lot of them) is that isn't intuitive. You get thrown into fights after long movie sequences, die, then have to go through the same sequence again. This happens frequently that there are no game-save opportunities and you have limited time to do the exact proper sequence to win a battle. Typically you have to do a major quest before moving on and there are limited minor quests to get points to level up. Several occasions I had to go into easy mode to get past a specific quest otherwise your stuck there running around not gaining any ground. I hate having to do that.

The maps are terrible and have no real use, the quest pointer isn't well thought out and pretty much useless too.
Somebody wrote that the quests are dull, I agree for the most part. Find and fetch, kill some rodents, bugs and annoying people.

Finally, I just don't give a crap about the pasty skinned central character in any way, nice that he gets to screw a couple times but WTF is that all about?

Not a great game in my opinion.",Witcher not worth it,1312761600,2,{'Platform:': ' PC'},
2.0,False,"01 12, 2008",A38IEZF0P3ZUQJ,B0009PKDOY,The Fallen Angel with a broken Wing,From the beginning of the game I was confused as to what my objective was. I run into Sonic who asks me to help him out and then there's some weird star shaped thing with an eye in the middle telling me to destroy the Enemies. Enemies ? Which ones are the Enemies ? It keeps cycling from helping Good to Bad. I'm guessing the game focuses on which side you wanna take ... The Good or the Evil. Every level is pretty confusing that your just gonna have to guess your way through each Level. I'd pick something else if I knew this game wasn't very good.,(@_@) I'm Confused !! I rate this 2.5,1200096000,,{'Platform:': ' PlayStation2'},
2.0,True,"12 24, 2016",AIAWSGP0ETRUF,B00KZLEFAK,doctorpc,"wire size is very tiny,  the oem cable is much more durable looking.  it's works but it suspect it won't handle much stress.","wire size is very tiny, the oem cable is ...",1482537600,,,
2.0,True,"11 17, 2014",A1169PS4D16TGM,B00BGA9Y3W,Dolli Destructo,A stripped down game and story to hit the market quick and raid your wallet after power advertising.  Gameplay is fun but gets repetitive.  Story lacks everything but a few random scenes that do little to inform you on the world and what or why things are happening.,It's a pointless shooter with a horrible story.,1416182400,,{'Format:': ' Video Game'},
2.0,False,"02 12, 2013",A29U6U58K8J7DD,B005THAX5Q,Son of Tiamat,"Aliens: Colonial Marines is cool in concept but very run of the mill in execution. While the game certainly lives up to capturing the look and feel of the movie with the enviroments, gun sounds and music, it still plays like an ordinary FPS.

Graphics: I'm not one to complain much about graphics since I consider them of only second or third rate importance compared to gameplay, but oh man! The graphics in this game are so dated they're almost embarassing to look at. Textures will constantly pop in and out and even when they are all the way in they don't look very detailed. A while ago I was having fun with Doom 3: BFG edition; I'm not sure if it's because that game is still fresh in my memory but I can't help but think this game's graphics look very much the same....worse, actually. Very poor, laughable graphics all around.

Gameplay: Feels a little too much like CoD for my taste. The game comes with the now obligatory XP level up system for unlocking stuff in multi-player (which might be this games only saving grace). It really makes me feel less a part of the Aliens experience when a bar on the top tells me when I've ranked up. There's nothing innovative in the way the game controls, its mostly been ripped from other FPSers. Worst of all, I feel somewhat overpowered when fighting off Xenomorphs and human mercanaries. Yeah, I've died plenty of times but I'm suprised to see how high my kill count is at the end of a level, usually in the sixties. Xenomorphs will run mindlessly around every which way when you're fighting them and occasionally you'll even see a computer controlled fellow marine and an alien run into and clip right through each other. Your comrades aren't very smart either and will sometimes get hung up on a wall or run in the wrong direction. Your comrades also seem to be invincilbe. Not once did I ever worry about them or feel I needed to help, unless the game told me to. The only remotely cool thing is wrestling off a xenomorph when it grabs me and shooting it with my pistol...but even that feels a little silly. Aren't these thing supposed to be strong enough to bust through a steel door?

Level design is a least pretty good. The game has many branching corridors that you can sometimes get lost in. Kind of annoying but It would be even more annoying if the game constantly had arrows pointing your way and thus taking out all thought process. One level of particular note is one in which you're unarmed, helpless, and have to sneak your way through a level of blind, motion traking aliens withouth them noticing. This level had me genuinely scared, but I regret that some of the scare factor was taken away when I saw that these aliens kill you by suicide bombing. Obvious Left 4 Dead elements shamelessly ripped. This bit of survival horror is a nice touch but only a small bit of novelty in an unremarkable game.

Story: Not much story. You're a Marine sent along with several other Marines to investigate the remains of the Sulaco and later LV-426. Throughout, you'll have to fight off waves of xenomorphs and human mercanaries dispatched by the evil Wayland Yutoni Corp. who are, as ever, hell bent on capturing the xenomorphs to use as biological weapons. This is the plot of all the Alien movies thus far and its getting more than a little old.

In all, I'm sorry I went to a midnight opening and bought this game full price. The only thing I can do is try and get as much enjoyment out of it as I can but even then I'll probably still be sorry.",Half CoD knockoff,1360627200,66,{'Format:': ' Video Game'},
2.0,False,"07 3, 2011",A1HJ9P95IRZ32O,B002TK8UGA,Cr8zyC8tL8dy,"I purchased this when I got my Wii off eBay for a pretty cheap price. Like another reviewer said, you get what you pay for. I find the ""lights"" are not accurate, I can have one lit blue but not be charged, while the one lit red is charged. Sometimes they even turn purple which is even more confusing. The battery life is very poor. I use my Wii primarily to watch Netflix which means I barely use the remotes, but the batteries run out in just a few on/off uses. When my nephews visit they play games on it and always complain that the remotes run out of ""juice"" too soon - they have one at home so they can compare. Needless to say, it's now getting worse as time goes by and I'm off to buy one that actually plugs into the wall, not the USB port. I had no idea it was even a USB one until I recieved it, had I known that I would probably not have bought it at all.",Not Great,1309651200,,,
2.0,True,"08 27, 2015",A1RT6F7B6OX01E,B000TT2D2A,Sean Farley,"Drums were functional enough, red pad began degrading pretty quickly. The biggest problem was that there was a massive crack in the plastic where the green pad connects to the blue pad, which almost broke upon a few strikes. It had some other minor issues as well, such as the stand's inability to hold the drumkit up for long periods of time and the fact that the entire kit was covered in some kind of white dust upon arrival. However, it's still functional, after a few tweaks, and it was pretty cheap so I suppose that's a plus.",Cheap and functional but not much else,1440633600,,{'Platform:': ' Xbox 360'},
2.0,True,"09 7, 2016",A1PAMQLAPRRJ0Y,B00ZQB28XK,Amazon Customer,"I gave this game probably 30+ hours. After quickly realizing that all the assets in the game were clones of each other, and encountering exactly zero dinosaur-size creatures after discovering dozens of planets, I was still mildly enjoying the exploration. I learned hundreds of words, upgraded my exosuit entirely, bought 2 ships, upgraded my omni-tool, amassed millions of units...

And then, I finished the Atlas story. This weird quest was actually intriguing as I went through it, but the ending was awful.

Remember, this game has 2 actual ""quests"". This is one of them.
You finish this quest, and turn in anything of value you have amassed during this quest (the 10 Atlas Stones, worth ~70K a piece). You get nothing back. Not a cut scene, not a tech schematic, not a ship, not an omni-tool, not a suit upgrade, not even a pile of measly units.

You get a Whole Lotta Nothin'.

It wasn't until this point that I realized that this quest is a metaphor for what this game actually truly is. Opportunity to do a whole lot of work that is ultimately pointless in every possible way.",No Man's Sky: Whole Lotta Nothin',1473206400,3,,
2.0,True,"12 21, 2013",A3JVLTDFAA97CS,B00008XKZM,C. Liston,"I wore Skyrim and Oblivion out -- multiple characters, high levels -- I'd been everywhere and done everything five times over. So I tried Morrowind. But it's too old-fashioned. The scenery is basic flat planes, I couldn't find the fast travel (and if there isn't fast travel, I don't want to play). The characters are ugly. Given all that, I wanted to keep trying, but your control over your character during battles is so unresponsive and soft, that I couldn't stand it. I'll just have to wait for Elder Scrolls VI.",Just too primitive (technology/software wise),1387584000,2,{'Format:': ' Video Game'},
2.0,True,"07 25, 2016",A2G0OLKPEZCICQ,B00ECOAX9I,Robert,Boring! Avoid!,Boring!,1469404800,,{'Format:': ' Video Game'},
2.0,False,"05 27, 2008",AKZR9AJ84KFPI,B00008NRMB,Richie,"Okay I love Indy racing and I was upset with this game. The graphics on this game just sucks! I have played Formula One games and Nascar games that have more detail that this game has. I would have enjoyed this game a little bit more if they had a camera view on top the car like they do in real Indycar Racing..why that wasn't put in is a mystery. The camera views are so crazy..you have four. the rear..further in the rear, the nose and the cockpit..Someone please explain to me why the heck we need two rear views? Are you trying to tell me that you got all the drivers and cars but couldn't get a camera view with over the head shot..okay. When your looking back to see who's racing from the rear its the same view in all of them. Oh in the cockpit..no freaking mirrors?? The crashes are awesome I love the fact that you have to stay in your line before you start and the pace car comes out like the actual race thats pretty cool. The spotter I love that he always give you information on where you are. Other than that..rent..rent...rent!!",Are you kidding me,1211846400,,,
2.0,False,"06 5, 2003",A45PZQZCYGG4Y,B00005V9O3,Jonathan Merkel,"This game [isn't good],don't waste your money on this. I found it to have bad graphics and it just wasn't fun. I rented it and I became so bored with it that i took it back 3 days early. If you're interested in a good racing game,get either Sega GT 2002 or Project Gotham Racing.",This sucks,1054771200,,,
2.0,False,"08 15, 2002",A3EX36SNRYD5VL,B00001QEQA,TammyJo Eckhart,"Maybe it is because I have a Mac version but I was really really enjoying this game when my band of characters stopped going up in experience levels.  I contacted the company but was told that that is just the way the game is.  Yes, I do like a challenge but I play computer games to relax too and without an advancement in level I don't see how to win this game.  I was very very disappointed.",Its starts off great then hits a glass ceiling.,1029369600,,{'Platform:': ' PC'},
2.0,True,"09 25, 2015",A1S5QVS3YLY6FK,B00JUFSH6U,TW,"Awhile back, I decided to convert from a console gamer to a PC gamer. I had a few exceptions. Sports games aren't released on the PC as often as the console, so I kept my Xbox 360 just for sports games. I wasn't impressed with what I saw of Madden 16, so I instead bought Madden 15. My last Madden was Madden 13.

My main gripe with football games is the difficulty or lack of. From the earliest days of sports licensed games (late 80s - early 90s), I've rarely found a sports game that is challenging, unless you set the difficulty very high. Then as most know, it becomes a game of frustration and patience as you watch computer AI opponents become with 12 foot jumping interceptions, being blocked by two players only to squeeze between them and get a sack ... two, three times a game. Madden was never my favorite as I preferred the NCAA football game. With no new NCAA games, Madden 15 would have to be my football gaming fix this year.

Sadly, any thought of a challenge disappeared during my first exhibition game. I'll never understand the ""realism"" other people find in these football games. In my first exhibition game, I used the Chicago Bears against the Detroit Lions. I didn't touch any of the sliders or settings (penalties, stamina, quarter length). It's my belief that the default settings and sliders should give the most realistic result. Sliders, to me, were there for when you had played 3-4 seasons and had gotten too good at the game to have realistic results. Settings, especially quarter length, was for stat lovers who wanted a little extra time to pick up their players stats. My first game result with default sliders and settings:
Chicago Bears 45 - Detroit Lions 10
Notable players stats:
Jay Cutler 14-16 passing, 286 yards, 2 TDs, 0 INTs
Matt Stafford 6-22 passing, 57 yards, 1 TD, 3 INTs
Matt Forte 13 rushes, 178 yards, 2 TDs
Jacquizz Rodgers 6 rushes, 84 yards, 2 TDs
Joique Bell 15 rushes, 12 yards
Bears defense 11 sacks, 6 turnovers (3 INTs, 3 fumbles recovered)
Total yards:
Bears 568
Lions 115
I don't think I need to explain how unrealistic these stats are. The worst part for me is the quarter length setting. If you look at the Bears QB and RB combined with the Lions QB and RB, there was only 38 passes between the two teams and 28 rushes between the two teams top RBs. To put some perspective on that, when these two teams played last year with the near exact rosters as I'm using in this game, those two QBs combined for 93 passes attempted and the two teams combined for 31 rushing attempts. That means in the real game the two teams ran right at double the plays as the same two teams ran on Madden 15. I'll agree that video game football is supposed to be a little more geared towards big, exciting plays than long drawn out drives, but to get the stats to match or even be close between Madden and real-life results, one would need to play 12 minute quarters. Just prorating the stats I had in the 6 minute quarters, that would have made the score Bears 90 Lions 20. Cutler would have had nearly 600 yards passing, Forte would have been over 300 yards. The teams would have nearly 1,500 total yards combined.

I adjusted the sliders making the game ""harder"". The only big difference I saw was the number of interceptions I was throwing. I was still rushing at will with any team and with any running back. Outside of turning the difficulty up to Madden level and adjusting all sliders to make the computer AI defense as good as possible, I was still carrying the ball at a 10+ yards average per rush. It's pretty sad when you have to spend the second half of the game making negative rushes just to lower your RBs yards per carry to a believable level. The pass defense AI isn't much better. I even tried making the game feel a little more challenging by intentionally throwing the ball out of bounds for an incomplete pass for my QBs stats and so my offense would have only two plays to get a first down.

It's frustrating when you have to play a game the opposite of how it should be played just so you won't feel like you're just wasting your time. If all this is a little confusing or hard to understand, I decided to play a full season with 8 minute quarters, All-Pro difficulty, all sliders adjusted to favor the computer AI opponent. This was the result:

Bears 16-0 in regular season. Won the Super Bowl.
Jay Cutler 6,008 yards - Broke all-time single season record by 600 yards.
Cutler 58 TDs passing, 7 INTs - Broke all-time single season passing TDs record.
Forte 2,673 yards rushing - Broke all-time single season rushing yards record by 500 yards.
Forte 31 rushing TDs - Broke all-time single season rushing TD record.
Jeffrey 2,217 receiving yards - Broke all-time single season receiving yards record.
To make all this even worse, the Bears also had these stats:
Rodgers the second string RB had 1,426 yards with 14 TDs, the yards ranked 3rd in the NFL and the rushing TDs also ranked 3rd.
Bennett the Bears Tight End had 1,729 yards
Royal the Bears #2 WR had 1,256 yards

As a lifelong Bears fan I can tell you those stats aren't even close to being accurate. It's more believable for me to say those are the least accurate stats possible. Needless to say, I put the game back in its case and it's not likely that I'll play it again. I would like to think it's just my general football knowledge that allows me to post these type of stats, but I do the same on all of EA's sports games including FIFA, and I've never even played soccer nor do I even understand the majority of soccer's penalties. I really believe these EA sports games aren't being tested enough.",Statistical mess,1443139200,3,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
2.0,True,"02 24, 2015",A6KX36JFHFAYE,B000VNS9D6,Ferd,Just not fun. Bad game play.,Two Stars,1424736000,,{'Platform:': ' Xbox 360'},
2.0,False,"11 22, 2009",A1NHCFV9TCLJ7B,B002BRZ9G0,Hard2Plz,This game does not utilize the Wii's graphics capabilities at all.  The characters are small and the controller is confusing to use.  Think this is still  a great product? It is already selling used after a few days from the release date.,buyer beware,1258848000,2,{'Format:': ' Video Game'},
2.0,True,"04 15, 2015",A1CQ5O83EFQXW8,B00C71034I,Roiber,good video game,Two Stars,1429056000,,{'Format:': ' Video Game'},
2.0,True,"12 27, 2016",A1K1TN57TTVHGS,B0019MLWL4,Kristie Yamber,"this was sent in Polish and is locked into only being able to be played on Poland. and it cannot be played on any US machines.  I am not happy, the link read English and that is not what we received",not sent what was ordered,1482796800,,,
2.0,False,"10 16, 2000",AT2BYFEVLVITT,B00004KHB7,D. Wetzel,"After reading all the excellent reviews for this game I thought I would give it a try. After many hours of trying to get myself to enjoy it I just gave up. Now, I know that this is an RPG game, but personally I find the pace of the game to be much to slow compared to some of the other RPG's that I've played in the past. Also, I highly recommend reading the manual before you play or you will be completely lost. I'm sure many of you out there like these challenging games, but I just thought I would give a different perspective about what to expect. Some aspects of the game I DID like are the graphics. Beautiful scenery and settings throughout the game, and some cool effects with certain characters as well. I also liked the opening cutscene. My advise is only buy this game if you are really into RPG's otherwise I would stay away.",Wasn't very happy with this game,971654400,7,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
2.0,True,"01 22, 2015",AIFAU0PJNK7CN,B00004WLM1,Bobbiebatts,ok,Two Stars,1421884800,,,
2.0,False,"12 24, 2009",A153SJSPFMO0AW,B00005TNI6,gee,"Yes, the plot is great and the game starts off really fun. And it has so many elements in there that make you enjoy it. However, as you reach toward the end of the game, the battles start getting ridiculously hard. If you are a game pro or you start off by following some game guide from the very beginning, maybe it's not a problem coz by the time you reach the end, your characters are strong enough and you would have enough items to support yourself in the battles. But fact is not everyone is a game pro or has some guide to follow. We SHOULDN'T HAVE TO. The game's difficulty should be reasonable for everyone as long as they play through.  But apparently if you don't do well enough in the beginning, then the game will become very miserable for you at the end coz you have to rely on luck to win. It's a punishment for not being pro enough. And you're pretty much screwed unless you have to mood and time to go back and start off again. There are other flaws as well. For example, the game maker could be a lot nicer by adding an item description when you're trying to use items during the battle. Some very useful items for battles are not available for sale. You will get frustrated as you reach toward the end and that misses the whole point of playing a game.",The flaws overshadow the merits,1261612800,2,{'Format:': ' Video Game'},
2.0,True,"11 8, 2017",AW8MQPC76LM6G,B01GKGVI9Y,UpRider,"Not thrilled with this game. Wall running and jumping is hard to learn. In some instances, there is no alternative route- you MUST complete the jump to proceed. It gets tiresome to fail 50 or 60 times and still not make the jump. I quit playing.",Hard to jump,1510099200,,"{'Edition:': ' Deluxe', 'Platform:': ' Xbox One'}",
2.0,True,"03 15, 2017",A36CNW5G6SHNBS,B00DB9JV5W,hector j maya,stop working  vendor 4,stop working after 6 months of use,1489536000,,{'Format:': ' Video Game'},
2.0,False,"10 25, 2015",A3KCCS2Q7SNUFA,B000FDOTIQ,beyondtheGun,"Just wasn't fun to play.  Interesting story moments, but the game play was just not that intuitive and kinda clumsy.",Just wasn't fun to play,1445731200,,,
2.0,True,"05 18, 2010",A26HXS7VV03C8V,B000BT4CF4,Kindle Customer,"Even after calibrating both sticks, the left stick never returns to center all the way.  On my first stick it would randomly pull to the left when centered, on my second it randomly pulls to the right.

What stinks is that I'm stuck with it as many games (such as Just Cause 2) will not work with any controller but this one.","Gone through 2 controllers, both worked poorly",1274140800,,,
2.0,True,"10 15, 2014",AYU1GV7AIQ5YY,B000HZFCT2,BillyPat,"Worked the first time. So I would give it 5 stars, but, unfortunately I had to buy it to replace an identical one I bought on Amazon previously. The other one lost signal and none of my computers would recognize it. It only lasted a couple of years, so I am assuming the same with this one.","Great, but not so great.",1413331200,,,
2.0,False,"12 22, 2012",A2TCG2HV1VJP6V,B004B1GJXG,Ryan Sil. (Gamer &amp; PC/Android indie dev),"I loved Intellivision Classics on the original Playstation, so I thought Intellivision Lives would be a pretty good buy. After all, it's a collection of Intellivision games - On the go!

However, I was not exactly in for as good of a time as I expected. There were a few games I liked playing, but the collection as a whole is a step down from Intellivision Classics. This time around, not many games are particularly interesting. However, you do get to play some knock-offs like Space Armada, which is a Space Invaders clone.

The few games I did like playing were Snafu (a Tron light-cycles clone, but you can move diagonal), Pinball, Space Armada, and Night Stalker. But considering the amount of games on this cartridge, that isn't much enjoyment.

Plus, while the controls are considerably better than on the original Intellivision, the emulations fall flat in the sound department, where the sounds have been downplayed to Atari-esc beeps and bloops. This ruined Snafu's catchy music (When it plays), and it takes away from the nostalgic value.

Buy yourself a used Playstation 1, get a cheap copy of Intellivision Classics, and you've got yourself a better deal than Intellivision Lives.",Intellivision Dies,1356134400,,,
2.0,False,"08 3, 2015",A2LWSVGJ9J1ZP3,B00UJ9LB6Y,JTHall,I love the comfort of this grip and that it makes the 3ds feel more like a controller. I had the version for the original 3ds xl until I upgraded. The huge negative: They didn't make a hole for the game cartridge! How can they forget that in the design?,"Great comfort grip, poor design!",1438560000,,{'Color:': ' Black'},
2.0,False,"10 17, 2009",A8M1W0N60W7DJ,B00269DXXO,D. Heller,I liked Res Evil 4 and got this one and I just don't like it. I mailed it to my sister because I disliked it so much. I DID like that you could choose to be a female character but I have the same complaints as others (and THOUGHT I could get passed) about the controls. I like the character to be right in front of me and I am shooting from behind it. I don't like watching my character from a distance. Just preference.,UCK,1255737600,4,,
2.0,True,"09 22, 2014",A293XB2YG7TCZR,B00D87TCN8,K. Jacovino,"I am not very good at this game for some reason.  I just keep dying after a battle or two because hit points don't regemerate over time and I would need a million potions.  I'm barely in the beginning of part 1 and I just don't like it.  I've played other games in the ""Tales of"" series, but this has to be my least favorite.",DOn't like it,1411344000,,{'Style:': ' Standard Edition'},
2.0,True,"10 9, 2015",AH4TI6QBDWZMO,B0009S4UOA,J. Carey,was fun,Two Stars,1444348800,,{'Format:': ' Video Game'},
2.0,False,"10 10, 2009",A3W4D8XOGLWUN5,B002GEA4U4,Michael Kerner,"When it has came down to CTA, they haven't actually made some good access ories for Nintendo on the Wii, and some extra special ones for the Nintendo DSi. But there are some one that just feel like you've wasted your money on. That honestly is the case with the Wii Bowling Ball. This device while it might seem like a good idea, it actually feels like a bunch of loose pins. While the Wii-mote works well in the set, the problem is with the bowling ball attachment, and that it makes the gameplay much more difficult to master with Wii Sports and other great bowling titles. However, that isn't it alone, the bowling ball honestly feels like a waste of money mastering your way to a strike in any bowling title. Not to also mention that some of the buttons on the ball, don't honestly work as well as the Wii-mote does alone. I really suggest you absolutely pass this ball up, and try to strike alone with the Nintendo way.

Price: D

Convience: D+

Overall: D 1/2+",Gutter Ball,1255132800,3,,
